,Twitter Account,Date,Compound,Positive,Negative,Neutral,Text
128,@CBSNews,Sat Dec 02 17:55:01 +0000 2017,0.1779,0.12,0.788,0.091,Missing Florida teenager who police said was with 27-year-old high school soccer coach has been found safe in New Y… https://t.co/88bxQJBDCM
129,@CBSNews,Sat Dec 02 17:35:01 +0000 2017,0.0,0.0,1.0,0.0,"Tax reform bill: What's in the final version passed by the Senate early Saturday?
https://t.co/sbbMrAuxAE https://t.co/FQEPeIog5l"
130,@CBSNews,Sat Dec 02 17:19:32 +0000 2017,-0.6124,0.0,0.808,0.192,"NEW: President Trump speaks out on Michael Flynn, says he ""had to fire General Flynn because he lied to the Vice Pr… https://t.co/weVVAfOlHo"
131,@CBSNews,Sat Dec 02 17:15:01 +0000 2017,0.0,0.0,1.0,0.0,"This week, archaeologists unearthed part of one of the 21 sphinxes Cecil B. DeMille left behind after wrapping up f… https://t.co/rqTCpaOVux"
132,@CBSNews,Sat Dec 02 16:55:02 +0000 2017,0.25,0.1,0.9,0.0,"Proponents claim the Senate GOP tax plan would ""directly benefit"" all Americans, but how people would actually make… https://t.co/WDsQyA4T6H"
133,@CBSNews,Sat Dec 02 16:35:01 +0000 2017,0.3612,0.122,0.878,0.0,"Jesse Ventura and the estate of ""American Sniper"" author Chris Kyle agree to dismiss the former Minnesota governor'… https://t.co/jz7Xvf6MEC"
134,@CBSNews,Sat Dec 02 16:15:01 +0000 2017,-0.5859,0.0,0.798,0.202,"The remains of a missing Army veteran and her dog were found in a shallow grave after a tip from her ex-husband, po… https://t.co/btNUdTMfmx"
135,@CBSNews,Sat Dec 02 15:55:02 +0000 2017,0.0,0.0,1.0,0.0,"A white nationalist group set up a memorial for Kate Steinle near where she was shot, decorating it with flowers, c… https://t.co/6UQ8z9ot2Z"
136,@CBSNews,Sat Dec 02 15:35:55 +0000 2017,-0.296,0.0,0.872,0.128,The Senate narrowly passed Republicans' tax reform legislation early Saturday morning with no Democratic support:… https://t.co/0dtDL2AOs6
137,@CBSNews,Sat Dec 02 15:16:01 +0000 2017,-0.6478,0.0,0.739,0.261,"President Trump reacts to Michael Flynn's guilty plea, says there was ""absolutely no collusion"" with Russia… https://t.co/uLOmLVfoX6"
138,@CBSNews,Sat Dec 02 14:55:01 +0000 2017,0.0,0.0,1.0,0.0,"The first baby born from a uterus transplant in the U.S. has been delivered in Texas:
https://t.co/5i0f6j2ZB7 https://t.co/c5y0gC69yQ"
139,@CBSNews,Sat Dec 02 14:35:01 +0000 2017,-0.7579,0.0,0.723,0.277,Investigators in North Carolina say a missing 3-year-old girl is believed to be dead; her mother's boyfriend has be… https://t.co/NgFAD6PWrb
140,@CBSNews,Sat Dec 02 14:15:02 +0000 2017,0.0,0.0,1.0,0.0,The Senate narrowly passed Republicans' tax reform legislation just before 2 a.m. ET; the bill next heads to confer… https://t.co/VVY3UBSYiR
141,@CBSNews,Sat Dec 02 14:03:04 +0000 2017,-0.7906,0.0,0.533,0.467,Report faults law enforcement at violent Charlottesville rally https://t.co/tUGOqLz7qj https://t.co/OReSE7oNoQ
142,@CBSNews,Sat Dec 02 13:48:06 +0000 2017,0.0772,0.115,0.885,0.0,Feds want to seize Martin Shkreli's Wu-Tang Clan album https://t.co/GQIL3hPM7S https://t.co/I19hsoeiV5
143,@CBSNews,Sat Dec 02 13:38:32 +0000 2017,-0.8625,0.0,0.639,0.361,Investigators in North Carolina say a missing 3-year-old girl is believed to be dead and have arrested a man in con… https://t.co/Cifh020qbl
144,@CBSNews,Sat Dec 02 13:33:05 +0000 2017,-0.5423,0.153,0.438,0.409,Accusers face risks when violating nondisclosure agreements https://t.co/rfpfWPKXD0 https://t.co/YGtomyn5h5
145,@CBSNews,Sat Dec 02 13:18:08 +0000 2017,0.0,0.0,1.0,0.0,Tesla turns on world's biggest lithium-ion battery https://t.co/2IhJx81HCz https://t.co/r54QPY4hBL
146,@CBSNews,Sat Dec 02 13:03:05 +0000 2017,-0.4215,0.0,0.763,0.237,Ex-Oklahoma lawmaker pleads guilty to child sex trafficking https://t.co/UWmL2RvEgF https://t.co/xlq2gSjc0c
147,@CBSNews,Sat Dec 02 12:48:03 +0000 2017,-0.4753,0.0,0.829,0.171,"Hecklers yell ""Lock him up!"" as Michael Flynn leaves courthouse after making guilty plea https://t.co/2oVFmijMJy https://t.co/P1iX721fVV"
148,@CBSNews,Sat Dec 02 12:33:05 +0000 2017,-0.7579,0.0,0.629,0.371,"Thieves steal toys, clothes, tools from Salvation Army warehouse in Baltimore https://t.co/0VpqHRR7K5 https://t.co/p1yf1Eq952"
149,@CBSNews,Sat Dec 02 12:18:08 +0000 2017,0.5719,0.198,0.802,0.0,"McDonald's manager who tipped cops off in Tampa slayings case to receive $110,000 reward https://t.co/ngUxzghA85 https://t.co/DRhXv13IOO"
150,@CBSNews,Sat Dec 02 12:03:06 +0000 2017,0.0,0.0,1.0,0.0,"Netflix announces third season of ""Stranger Things"" https://t.co/W1ylQbMSGf https://t.co/ZSCXUIWWz9"
151,@CBSNews,Sat Dec 02 11:48:06 +0000 2017,-0.4019,0.168,0.559,0.273,"Lung cancer drug targets ""hidden"" HIV in promising case https://t.co/AZrRvTrWZC https://t.co/BLS8d9hSMr"
152,@CBSNews,Sat Dec 02 11:33:05 +0000 2017,-0.296,0.0,0.82,0.18,Mariah Woods: Search continues for missing North Carolina 3-year-old https://t.co/TKC1eHwgVq https://t.co/AUO1LunHZO
153,@CBSNews,Sat Dec 02 11:18:07 +0000 2017,-0.25,0.108,0.723,0.169,Former NSA employee pleads guilty to keeping top secret info at home https://t.co/AxZNwjWcjP https://t.co/KaBtYnPUR3
154,@CBSNews,Sat Dec 02 11:03:05 +0000 2017,0.4939,0.211,0.789,0.0,Bitcoin exchange Coinbase ordered to hand over customer data to IRS https://t.co/ONnpG13i58 https://t.co/T1WXnJKJMh
155,@CBSNews,Sat Dec 02 10:48:05 +0000 2017,-0.0772,0.162,0.659,0.18,American Airlines pilots to cover flights after glitch threatened holiday travel https://t.co/eyf4lSW0wX https://t.co/I8uL8UInx7
156,@CBSNews,Sat Dec 02 10:33:05 +0000 2017,-0.7964,0.0,0.552,0.448,"Pelosi, DCCC chairman call for congressman accused of harassment to resign https://t.co/VNiRymB9M5 https://t.co/FmG1J5FArA"
157,@CBSNews,Sat Dec 02 10:18:07 +0000 2017,0.3818,0.178,0.822,0.0,Drug treatment court judge helps Minnesota woman turn her life around https://t.co/2vxLxQS0FB https://t.co/o2WbtOoBGf
158,@CBSNews,Sat Dec 02 10:03:05 +0000 2017,-0.4754,0.0,0.774,0.226,"Analysis: Mueller investigation ""should make you very nervous"" if you have something to hide https://t.co/Rkg2ecm47z https://t.co/yfYQF5rO7g"
159,@CBSNews,Sat Dec 02 09:48:05 +0000 2017,-0.3612,0.0,0.828,0.172,"NBC News chief says network is investigating Matt Lauer's ""appalling behavior"" https://t.co/0HEdPJvndr https://t.co/27DHufbbYi"
160,@CBSNews,Sat Dec 02 09:33:04 +0000 2017,0.0,0.0,1.0,0.0,"Mike Flynn says he takes ""full responsibility"" for his actions https://t.co/PCbqQMTwF7 https://t.co/j7aldVzMAp"
161,@CBSNews,Sat Dec 02 09:18:08 +0000 2017,-0.4588,0.0,0.714,0.286,"Navy commander sentenced for role in ""Fat Leonard"" bribery scandal https://t.co/c5rLemxhoV https://t.co/90IiGDy0cX"
162,@CBSNews,Sat Dec 02 09:03:04 +0000 2017,-0.5859,0.0,0.696,0.304,"Remains of missing Army vet, dog found in shallow grave, police say https://t.co/801jVc1q2B"
163,@CBSNews,Sat Dec 02 08:48:06 +0000 2017,0.0,0.0,1.0,0.0,"White nationalist group set up memorial to Kate Steinle, slain in 2015 San Francisco pier shooting… https://t.co/BYhg0dlP2K"
164,@CBSNews,Sat Dec 02 08:33:05 +0000 2017,0.0,0.0,1.0,0.0,Senate passes Republican tax bill https://t.co/IZhG6dyvWe https://t.co/otMQf3AGRI
165,@CBSNews,Sat Dec 02 08:23:11 +0000 2017,-0.4019,0.0,0.769,0.231,Could early balding signal heart trouble in men? https://t.co/OedoPn19t7 https://t.co/LnX6LdRkRo
166,@CBSNews,Sat Dec 02 08:03:05 +0000 2017,0.4939,0.211,0.789,0.0,Bitcoin exchange Coinbase ordered to hand over customer data to IRS https://t.co/LPpaLH93uW https://t.co/8NpwVRcV1S
167,@CBSNews,Sat Dec 02 07:48:05 +0000 2017,-0.8271,0.0,0.588,0.412,"Man threatened to kill U.S. congressman over net neutrality, officials say https://t.co/NMbaFGfmvu https://t.co/0LB6rU444E"
168,@CBSNews,Sat Dec 02 07:33:05 +0000 2017,0.1531,0.138,0.862,0.0,"Pope Francis says ""Rohingya"" in emotional encounter with refugees https://t.co/AGmmh7mSZI https://t.co/TlCPh48Q2V"
169,@CBSNews,Sat Dec 02 07:18:06 +0000 2017,0.3612,0.172,0.828,0.0,Comedy legend Carol Burnett looks back on her groundbreaking variety show https://t.co/gfljCPyVhi https://t.co/rEM7BGGKf2
170,@CBSNews,Sat Dec 02 07:03:05 +0000 2017,-0.5423,0.0,0.774,0.226,Barnes &amp; Noble's sales hit by the curse of Harry Potter https://t.co/uAMNjeEolk https://t.co/gUqv8M5gtG
171,@CBSNews,Sat Dec 02 06:58:04 +0000 2017,0.5859,0.275,0.725,0.0,Senate passes GOP tax bill in a much-needed legislative win https://t.co/XOZbyJpcKX https://t.co/a1s9nsYPZ8
172,@CBSNews,Sat Dec 02 06:48:06 +0000 2017,-0.802,0.0,0.676,0.324,Law enforcement's response to a violent white nationalist rally in Charlottesville last summer failed on multiple f… https://t.co/DeCywQlQBe
173,@CBSNews,Sat Dec 02 06:33:05 +0000 2017,-0.6369,0.0,0.658,0.342,NCAA slaps Ole Miss football program with two-year bowl ban https://t.co/7YeQdq8iGw https://t.co/7QoaiQ0vLg
174,@CBSNews,Sat Dec 02 06:18:06 +0000 2017,-0.5423,0.0,0.811,0.189,"Rep. Blake Farenthold's $84,000 sexual harassment settlement was paid using taxpayer funds, CBS News confirms… https://t.co/u8gxuYewii"
175,@CBSNews,Sat Dec 02 06:16:10 +0000 2017,0.0,0.0,1.0,0.0,White nationalist group set up memorial to Kate Steinle https://t.co/bYVojLQ77W https://t.co/0iiuTOGOQy
176,@CBSNews,Sat Dec 02 06:03:06 +0000 2017,0.0,0.0,1.0,0.0,How 5 different households would fare under the Senate tax bill https://t.co/egKqbKbCVk https://t.co/IVHcL74QOr
177,@CBSNews,Sat Dec 02 05:48:05 +0000 2017,-0.7351,0.0,0.677,0.323,Hunter charged with manslaughter after killing woman he claims he mistook for a deer https://t.co/gCjrVCba2A https://t.co/vGU0FOVs9A
178,@CBSNews,Sat Dec 02 05:33:05 +0000 2017,0.0,0.0,1.0,0.0,"Indicted ex-Baltimore cop set up slain officer to find drugs in 2010, officials say https://t.co/4iKGwjokbZ https://t.co/QpF9NI7RxH"
179,@CBSNews,Sat Dec 02 05:18:07 +0000 2017,-0.0772,0.0,0.92,0.08,Geraldo Rivera is apologizing for a memoir published a quarter-century ago that recounts sexual experiences; he apo… https://t.co/cNMCW5sT1x
180,@CBSNews,Sat Dec 02 05:03:07 +0000 2017,0.5719,0.198,0.802,0.0,"McDonald's manager who tipped cops off in Tampa slayings case to receive $110,000 reward https://t.co/314CoynPxL https://t.co/Qa8hY3LAyd"
181,@CBSNews,Sat Dec 02 04:56:03 +0000 2017,-0.5859,0.0,0.696,0.304,"Remains of missing Army vet, dog found in shallow grave, police say https://t.co/HdFhPeQOiH"
182,@CBSNews,Sat Dec 02 04:48:05 +0000 2017,0.0,0.0,1.0,0.0,"Man trying to imitate TV show sparks massive inferno in upstate New York, local mayor says https://t.co/T6EXUVuNII https://t.co/hYXEaRLwoh"
183,@CBSNews,Sat Dec 02 04:33:04 +0000 2017,0.0,0.0,1.0,0.0,"Mattress startup Casper sued for ""wiretapping"" website visitors https://t.co/UZjPQAuXxQ https://t.co/9hJDaDeSzc"
184,@CBSNews,Sat Dec 02 04:18:05 +0000 2017,-0.296,0.0,0.885,0.115,"Missing Florida teenager, who police said was traveling north with a 27-year-old high school soccer coach, has been… https://t.co/bbzYoXb3ck"
185,@CBSNews,Sat Dec 02 04:03:05 +0000 2017,-0.34,0.0,0.87,0.13,Federal authorities release arrest warrant for Jose Ines Garcia Zarate after San Francisco pier shooting verdict… https://t.co/uOWLSH3pDw
186,@CBSNews,Sat Dec 02 03:58:06 +0000 2017,-0.296,0.0,0.82,0.18,"Suspect shot by police at Calif. hospital, authorities say https://t.co/hkq3CC9gko https://t.co/B23dc2XmyO"
187,@CBSNews,Sat Dec 02 03:40:01 +0000 2017,0.6124,0.238,0.762,0.0,".@60Minutes, America's number one news program, celebrates its record 50th season in primetime with an hour-long co… https://t.co/xbYexSwCTO"
188,@CBSNews,Sat Dec 02 03:20:01 +0000 2017,0.0,0.0,1.0,0.0,Tesla has built the world's largest battery in less than 100 days https://t.co/4l2fDzLSgw https://t.co/2ThCbC4vL7
189,@CBSNews,Sat Dec 02 03:00:24 +0000 2017,-0.4588,0.0,0.714,0.286,"Navy commander sentenced for role in ""Fat Leonard"" bribery scandal https://t.co/ZhrwaHeZHs https://t.co/FOsKf1v2ss"
190,@CBSNews,Sat Dec 02 03:00:01 +0000 2017,0.4678,0.155,0.845,0.0,"Comedy legend Carol Burnett is one of the funniest people ever to be on TV, but she tells @MoRocca that there is on… https://t.co/lFP3AfrHIE"
191,@CBSNews,Sat Dec 02 02:40:01 +0000 2017,-0.3384,0.0,0.862,0.138,"Analysis: Robert Mueller's investigation ""should make you very nervous"" if you have something to hide,… https://t.co/T7TpUuehhP"
192,@CBSNews,Sat Dec 02 02:20:01 +0000 2017,-0.2732,0.142,0.66,0.198,"United Nations war crimes tribunal orders independent review of ""internal operations"" after ex-general's death… https://t.co/vjEbqBSG7b"
193,@CBSNews,Sat Dec 02 02:00:02 +0000 2017,-0.1531,0.119,0.734,0.147,"Seeing potential in a Minnesota woman addicted to heroin, a drug treatment court judge helps turn her life around… https://t.co/PNJSez9Dk8"
194,@CBSNews,Sat Dec 02 01:40:03 +0000 2017,-0.7351,0.0,0.733,0.267,"In an effort to prepare tourists and residents for a possible nuclear attack from North Korea, Hawaii attack sirens… https://t.co/hKQSWGBJsC"
195,@CBSNews,Sat Dec 02 01:25:27 +0000 2017,-0.5106,0.0,0.837,0.163,"Senate Democrats express outrage after Republicans unveil the 479-page text of their tax overhaul, with notes scrib… https://t.co/z1ZZVBTbOq"
196,@CBSNews,Sat Dec 02 01:20:02 +0000 2017,-0.1531,0.0,0.918,0.082,American Airlines says it believes it has covered all the flights that were potentially affected by a computer glit… https://t.co/uwlJolvwRr
197,@CBSNews,Sat Dec 02 01:00:02 +0000 2017,-0.296,0.0,0.896,0.104,"DCCC chairman calls for Rep. Ruben Kihuen, accused in report of propositioning former staffer for dates and sex, to… https://t.co/4m9BHfcoqI"
198,@CBSNews,Sat Dec 02 00:40:02 +0000 2017,0.2263,0.243,0.638,0.119,Former National Security Agency employee pleaded guilty Friday to keeping top secret U.S. defense material at his h… https://t.co/mMIUh5skqF
199,@CBSNews,Sat Dec 02 00:20:01 +0000 2017,0.5267,0.167,0.833,0.0,"Called an ""encouraging sign"" by officials, a new government report finds HIV is being diagnosed sooner after infect… https://t.co/uSgiRDpz2m"
200,@CNN,Sat Dec 02 21:00:10 +0000 2017,0.0,0.0,1.0,0.0,Golf writer Michael Corcoran says then-citizen Donald Trump made a 'p-word' comment in 2000 https://t.co/9piT65pziY https://t.co/hR3WkX4oFr
201,@CNN,Sat Dec 02 20:45:51 +0000 2017,-0.6369,0.234,0.42,0.346,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X
202,@CNN,Sat Dec 02 20:30:38 +0000 2017,-0.4404,0.0,0.861,0.139,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…"
203,@CNN,Sat Dec 02 20:15:04 +0000 2017,-0.5859,0.0,0.774,0.226,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY
204,@CNN,Sat Dec 02 20:00:55 +0000 2017,-0.5106,0.0,0.807,0.193,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw
205,@CNN,Sat Dec 02 19:45:12 +0000 2017,0.0,0.0,1.0,0.0,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW
206,@CNN,Sat Dec 02 19:30:05 +0000 2017,-0.34,0.0,0.833,0.167,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV
207,@CNN,Sat Dec 02 19:15:10 +0000 2017,-0.2263,0.0,0.872,0.128,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU
208,@CNN,Sat Dec 02 19:00:13 +0000 2017,0.128,0.219,0.592,0.189,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY
209,@CNN,Sat Dec 02 18:45:09 +0000 2017,-0.4215,0.0,0.763,0.237,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n
210,@CNN,Sat Dec 02 18:30:02 +0000 2017,0.4019,0.153,0.847,0.0,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe"
211,@CNN,Sat Dec 02 18:15:03 +0000 2017,0.0,0.0,1.0,0.0,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc
212,@CNN,Sat Dec 02 18:00:04 +0000 2017,-0.5994,0.0,0.769,0.231,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x
213,@CNN,Sat Dec 02 17:45:05 +0000 2017,0.0,0.0,1.0,0.0,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW
214,@CNN,Sat Dec 02 17:30:04 +0000 2017,0.128,0.158,0.842,0.0,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6
215,@CNN,Sat Dec 02 17:15:06 +0000 2017,0.0,0.0,1.0,0.0,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J
216,@CNN,Sat Dec 02 17:00:06 +0000 2017,-0.1027,0.0,0.931,0.069,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC
217,@CNN,Sat Dec 02 16:45:07 +0000 2017,-0.3818,0.0,0.776,0.224,US senators gear up for fight over Dodd-Frank rollback https://t.co/MFk3iYSgam
218,@CNN,Sat Dec 02 16:30:13 +0000 2017,-0.3597,0.0,0.839,0.161,President Trump on Michael Flynn deal: 'There has been absolutely no collusion' https://t.co/FUx4Cf0vCF https://t.co/pIIlu7lNeA
219,@CNN,Sat Dec 02 16:15:05 +0000 2017,0.4404,0.172,0.828,0.0,"Florida teen found safe in New York with 27-year-old soccer coach, sheriff says https://t.co/Rhp75OeEAu https://t.co/FrVnENyrcP"
220,@CNN,Sat Dec 02 21:00:10 +0000 2017,0.0,0.0,1.0,0.0,Golf writer Michael Corcoran says then-citizen Donald Trump made a 'p-word' comment in 2000 https://t.co/9piT65pziY https://t.co/hR3WkX4oFr
221,@CNN,Sat Dec 02 20:45:51 +0000 2017,-0.6369,0.234,0.42,0.346,Top defense attorney Mark O'Mara says it's 'horribly improper' for politicians to attack the criminal justice syste… https://t.co/XWmYR50i2X
222,@CNN,Sat Dec 02 20:30:38 +0000 2017,-0.4404,0.0,0.861,0.139,"RT @CNNnewsroom: Ex-Ethics Dir. Walter Shaub reacts to Trump's latest tweet: ""The President has just damaged his credibility significantly,…"
223,@CNN,Sat Dec 02 20:15:04 +0000 2017,-0.5859,0.0,0.774,0.226,Former Stanford University swimmer convicted of sexual assault asks for new trial https://t.co/GnF6laqQbU https://t.co/IHWiiEjmvY
224,@CNN,Sat Dec 02 20:00:55 +0000 2017,-0.5106,0.0,0.807,0.193,Tom Hanks tells CNN's David Axelrod that President Trump's attacks on the press are concerning. The Axe Files with… https://t.co/JYZXNkCBEw
225,@CNN,Sat Dec 02 19:45:12 +0000 2017,0.0,0.0,1.0,0.0,Longtime Michigan congressman announces retirement https://t.co/pykQkbTkfL https://t.co/Uri5suh0wW
226,@CNN,Sat Dec 02 19:30:05 +0000 2017,-0.34,0.0,0.833,0.167,Police have taken down a man who opened fire at a California hospital https://t.co/nxqamcZRvs https://t.co/8K1Hiuj5CV
227,@CNN,Sat Dec 02 19:15:10 +0000 2017,-0.2263,0.0,0.872,0.128,State Deptment told to plan for potential protests after Jerusalem embassy announcement https://t.co/qUbIiI6mVZ https://t.co/oFwF0aXhRU
228,@CNN,Sat Dec 02 19:00:13 +0000 2017,0.128,0.219,0.592,0.189,Sam Bird wins chaotic Formula E season opener in Hong Kong https://t.co/W9v21mTO1I https://t.co/RwwOYeoylY
229,@CNN,Sat Dec 02 18:45:09 +0000 2017,-0.4215,0.0,0.763,0.237,Two Russian lawmakers dismiss Michael Flynn's guilty plea https://t.co/x1hZJ2yt53 https://t.co/NFKqWYFH7n
230,@CNN,Sat Dec 02 18:30:02 +0000 2017,0.4019,0.153,0.847,0.0,"With latest plea deal, Special Counsel Robert Mueller's investigation is closing in on President Trump… https://t.co/KpHFc8hXfe"
231,@CNN,Sat Dec 02 18:15:03 +0000 2017,0.0,0.0,1.0,0.0,This is how senators voted on the tax bill https://t.co/OixXyYsj2h https://t.co/zI3R6qmjjc
232,@CNN,Sat Dec 02 18:00:04 +0000 2017,-0.5994,0.0,0.769,0.231,North Korea's Foreign Ministry says President Trump is 'begging for nuclear war' https://t.co/Hona6lE9QZ https://t.co/Sf31LRzB4x
233,@CNN,Sat Dec 02 17:45:05 +0000 2017,0.0,0.0,1.0,0.0,Republicans just bet the entire 2018 election on an unpopular tax plan | Analysis by Chris Cillizza… https://t.co/ek3cu1JEAW
234,@CNN,Sat Dec 02 17:30:04 +0000 2017,0.128,0.158,0.842,0.0,Canada could make billions from legal pot https://t.co/aMizY9t0FC https://t.co/S1BlrQDxl6
235,@CNN,Sat Dec 02 17:15:06 +0000 2017,0.0,0.0,1.0,0.0,Poll: Democrat Doug Jones closes gap with Republican Roy Moore in race for Alabama Senate seat… https://t.co/VWmS50Si2J
236,@CNN,Sat Dec 02 17:00:06 +0000 2017,-0.1027,0.0,0.931,0.069,CNN’s David Axelrod sits down with Academy Award-winning actor Tom Hanks. The Axe Files with David Axelrod airs Sat… https://t.co/MnzDtDM3qC
237,@CNN,Sat Dec 02 16:45:07 +0000 2017,-0.3818,0.0,0.776,0.224,US senators gear up for fight over Dodd-Frank rollback https://t.co/MFk3iYSgam
238,@CNN,Sat Dec 02 16:30:13 +0000 2017,-0.3597,0.0,0.839,0.161,President Trump on Michael Flynn deal: 'There has been absolutely no collusion' https://t.co/FUx4Cf0vCF https://t.co/pIIlu7lNeA
239,@CNN,Sat Dec 02 16:15:05 +0000 2017,0.4404,0.172,0.828,0.0,"Florida teen found safe in New York with 27-year-old soccer coach, sheriff says https://t.co/Rhp75OeEAu https://t.co/FrVnENyrcP"
240,@CNN,Sat Dec 02 16:00:22 +0000 2017,-0.8519,0.0,0.617,0.383,"After a fatal police shooting, this mom is haunted by shocking incisions all over her son's body #BeneathTheSkin… https://t.co/KqNBJvffuK"
241,@CNN,Sat Dec 02 15:45:09 +0000 2017,0.7906,0.304,0.696,0.0,Stakeholders line up on both sides of the religious liberty case in the US Supreme Court https://t.co/BDbzDhcOjM https://t.co/KErgcIqKgX
242,@CNN,Sat Dec 02 15:27:52 +0000 2017,0.0,0.0,1.0,0.0,Why Calfornia is wincing over Trump-backed health plan associations https://t.co/8EYi4mVpSD https://t.co/94GliD75N4
243,@CNN,Sat Dec 02 15:00:30 +0000 2017,0.0,0.0,1.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/B0TlpqgQvg
244,@CNN,Sat Dec 02 14:55:33 +0000 2017,0.8074,0.278,0.722,0.0,"RT @CNNPolitics: President Trump praises the passage of the Senate tax bill and looks ahead to conference committee: ""Something beautiful i…"
245,@CNN,Sat Dec 02 14:45:04 +0000 2017,0.0,0.0,1.0,0.0,The first time these mothers see their sons' bodies up close after officer-involved shootings isn't in a hospital o… https://t.co/iZyjU9nOhM
246,@CNN,Sat Dec 02 14:38:05 +0000 2017,0.3818,0.115,0.885,0.0,"Economist Arthur Laffer: The CBO is ""wrong,"" the Senate tax bill ""will spur economic growth"" and will not add $1.4… https://t.co/mujQyHl6CF"
247,@CNN,Sat Dec 02 14:30:51 +0000 2017,0.0,0.0,1.0,0.0,"This is one of thousands of giant sinkholes in Greenland, where water is draining through the ice sheet into the oc… https://t.co/b1eVkIol9S"
248,@CNN,Sat Dec 02 14:10:16 +0000 2017,-0.4404,0.0,0.838,0.162,"Former federal prosecutor John Brownlee: Michael Flynn's credibility as a witness ""has been significantly damaged b… https://t.co/JjnEQpJivK"
249,@CNN,Sat Dec 02 14:00:18 +0000 2017,0.5423,0.179,0.821,0.0,"Former 49ers quarterback Colin Kaepernick has been named the recipient of Sports Illustrated's legacy award, which… https://t.co/JpgasveNTw"
