,Twitter Account,Date,Compound,Positive,Negative,Neutral,Text
250,@CNN,Sat Dec 02 13:40:08 +0000 2017,-0.7845,0.0,0.743,0.257,Shocking postmortem incisions on her son's body after he was fatally shot by police led this Chicago mom to ask CNN… https://t.co/vWxNddGLg5
251,@CNN,Sat Dec 02 13:29:03 +0000 2017,-0.6478,0.0,0.773,0.227,CNN journalists have risked their lives in the most dangerous places around the world so you know the truth… https://t.co/R3F9YGHl5J
252,@CNN,Sat Dec 02 13:00:22 +0000 2017,0.0,0.0,1.0,0.0,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/E0VcSNSUHS https://t.co/0LUMeTndUJ"
253,@CNN,Sat Dec 02 12:30:21 +0000 2017,-0.4404,0.0,0.854,0.146,"""Fat Leonard,"" the biggest corruption scandal in US Navy history, has tarnished the career of another admiral… https://t.co/oL4bLB8gYS"
254,@CNN,Sat Dec 02 12:00:37 +0000 2017,0.7574,0.294,0.706,0.0,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/WLhv3nvbW7
255,@CNN,Sat Dec 02 11:30:36 +0000 2017,0.0,0.0,1.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/sUxboTGGS4
256,@CNN,Sat Dec 02 11:01:08 +0000 2017,0.0,0.0,1.0,0.0,"In Greenland, evidence of climate change is written in ice and stone https://t.co/rm0MjDsh2z https://t.co/zhs2wuObi3"
257,@CNN,Sat Dec 02 10:30:21 +0000 2017,0.0,0.0,1.0,0.0,This is how the tax bill would affect your household finances https://t.co/uzCyZCPSdF https://t.co/3bq0EzDh37
258,@CNN,Sat Dec 02 10:00:21 +0000 2017,-0.3612,0.0,0.872,0.128,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/6KrUAw3he9
259,@CNN,Sat Dec 02 09:30:15 +0000 2017,-0.296,0.225,0.539,0.235,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/knx2rdt8SW https://t.co/aNoibaIeTq"
260,@CNN,Sat Dec 02 09:00:27 +0000 2017,-0.2023,0.0,0.921,0.079,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/liCtPng8mA"
261,@CNN,Sat Dec 02 08:29:07 +0000 2017,0.6908,0.251,0.749,0.0,"Meet the 11-year-old who created a cheap device to test drinking water for lead, and won a $25,000 science prize… https://t.co/Tfzvuyk9J4"
262,@CNN,Sat Dec 02 08:00:15 +0000 2017,0.0,0.0,1.0,0.0,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/1uxaRBVGaP
263,@CNN,Sat Dec 02 07:30:06 +0000 2017,0.0258,0.105,0.795,0.1,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/Wz9f2qUdGg"
264,@CNN,Sat Dec 02 07:09:54 +0000 2017,0.0,0.0,1.0,0.0,Senate passes its GOP tax reform bill with 51 votes after a day full of lawmakers making changes to bring enough me… https://t.co/IChv44Xy0d
265,@CNN,Sat Dec 02 07:02:24 +0000 2017,-0.6369,0.0,0.826,0.174,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/w0q8PL0fOU
266,@CNN,Sat Dec 02 06:30:14 +0000 2017,-0.1027,0.0,0.928,0.072,President Trump has questioned the authenticity of the infamous “Access Hollywood” tape in which he bragged about b… https://t.co/noBeChbfF0
267,@CNN,Sat Dec 02 06:00:18 +0000 2017,-0.0516,0.114,0.762,0.124,"Former Secretary of State Madeleine Albright believes the US is facing a ""national security emergency"" because of t… https://t.co/euFlPDWFDp"
268,@CNN,Sat Dec 02 05:30:06 +0000 2017,0.0,0.0,1.0,0.0,Arby's is buying Buffalo Wild Wings for $2.9 billion https://t.co/ZRKFZ5YX0m https://t.co/NEluzZOZGB
269,@CNN,Sat Dec 02 05:20:17 +0000 2017,0.0,0.0,1.0,0.0,Votes on amendments are underway with Senate Republicans set to pass a massive tax overhaul. The bill includes hand… https://t.co/nFBbwMuFTa
270,@CNN,Sat Dec 02 05:02:41 +0000 2017,0.0,0.0,1.0,0.0,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/vMStdSVXkR
271,@CNN,Sat Dec 02 04:30:07 +0000 2017,0.0,0.0,1.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/csarkGg1s3"
272,@CNN,Sat Dec 02 04:00:07 +0000 2017,0.4939,0.225,0.775,0.0,A man's tattoo left doctors debating whether to save his life https://t.co/8UnIwsGEBg https://t.co/LgYelybHGA
273,@CNN,Sat Dec 02 03:30:22 +0000 2017,0.0772,0.105,0.802,0.093,Geraldo Rivera apologizes to Bette Midler after she accused him earlier this week of drugging and groping her in th… https://t.co/JJ9zkY57Gk
274,@CNN,Sat Dec 02 03:00:18 +0000 2017,0.1779,0.175,0.825,0.0,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/zaXJeLox7b https://t.co/5GQPG1gZ0i
275,@CNN,Sat Dec 02 02:50:05 +0000 2017,0.0,0.0,1.0,0.0,Former President Obama met with the Dalai Lama in India on Friday https://t.co/qnMKlOyoIk https://t.co/QRFzCQQY4n
276,@CNN,Sat Dec 02 02:40:06 +0000 2017,-0.8885,0.0,0.596,0.404,A McDonald's manager who gave police a loaded gun that led to the arrest of a suspect in a series of killings in Ta… https://t.co/NUWbKkOrCw
277,@CNN,Sat Dec 02 02:30:06 +0000 2017,0.0,0.0,1.0,0.0,"62 years ago, Rosa Parks stood up for civil rights by sitting down https://t.co/yDNl5AdgTd https://t.co/hmBrwwa8PJ"
278,@CNN,Sat Dec 02 02:20:01 +0000 2017,-0.6249,0.0,0.687,0.313,The brutal race conversation nobody wants to have https://t.co/L5imhpeKVw https://t.co/f8WmR6OphU
279,@CNN,Sat Dec 02 02:10:04 +0000 2017,0.0,0.0,1.0,0.0,"Signet Jewelers, which owns Kay Jewelers, Zales and Jared The Galleria Of Jewelry, is being investigated by federal… https://t.co/UenFiTbpmZ"
280,@CNN,Sat Dec 02 02:00:27 +0000 2017,0.0,0.0,1.0,0.0,Russia investigation zeroes in on Trump inner circle | Analysis by @StCollinson https://t.co/9yLjhHp5gI https://t.co/HpLIMhdCuV
281,@CNN,Sat Dec 02 01:50:04 +0000 2017,0.4019,0.184,0.816,0.0,Flynn charge suggests arcane law is 'leverage' for special counsel investigation https://t.co/hirXKHOyyv https://t.co/nNr3Fgj61b
282,@CNN,Sat Dec 02 01:40:03 +0000 2017,0.0,0.0,1.0,0.0,Twitter has a new reason for why it didn't delete Trump's anti-Muslim retweets https://t.co/nTaj9LS5Cf https://t.co/lUdCAjSUPy
283,@CNN,Sat Dec 02 01:30:07 +0000 2017,0.0,0.0,1.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/u8KUAZtwPF"
284,@CNN,Sat Dec 02 01:22:50 +0000 2017,0.4019,0.144,0.856,0.0,"RT @OutFrontCNN: ""Please don't say it's not that big a deal. He is now an admitted felon."" Rep. Denny Heck reacts to Michael Flynn's guilty…"
285,@CNN,Sat Dec 02 01:20:10 +0000 2017,-0.4215,0.0,0.781,0.219,Breaking down Michael Flynn's lies about his Russia calls https://t.co/7sqTwPyoFf https://t.co/yhA3E7DxMQ
286,@CNN,Sat Dec 02 01:10:11 +0000 2017,0.0,0.0,1.0,0.0,"""I think that Russia investigation is wearing on all of us, the President most of all,"" said a source close to Pres… https://t.co/LaAI7GvkdA"
287,@CNN,Sat Dec 02 01:00:02 +0000 2017,0.0,0.0,1.0,0.0,"American Airlines says there will be enough pilots available to cover all of its December flights, despite a schedu… https://t.co/bhZF44Nb1D"
288,@CNN,Sat Dec 02 00:50:04 +0000 2017,0.5859,0.25,0.656,0.094,"Senate Republicans may vote to strengthen Obamacare short-term to win over lawmakers, even as it weakens the health… https://t.co/ZW5IsoCA2e"
289,@CNN,Sat Dec 02 00:40:09 +0000 2017,0.0,0.0,1.0,0.0,The Senate is about to vote on a tax bill it's still writing | Analysis by @zbyronwolf https://t.co/UxxdePpBNv https://t.co/Xwz1IhCrmj
290,@CNN,Sat Dec 02 00:30:15 +0000 2017,0.0,0.0,1.0,0.0,"As TV networks grapple with the sexual misconduct allegations lodged against their big stars, a major lingering que… https://t.co/CzkglP7PrD"
291,@CNN,Sat Dec 02 00:20:09 +0000 2017,0.0,0.0,1.0,0.0,"President Trump is expected to announce that the US recognizes Jerusalem as Israel's capital, US officials with dir… https://t.co/BsHdUCql7d"
292,@CNN,Sat Dec 02 00:10:04 +0000 2017,0.0,0.0,1.0,0.0,"Michael Flynn: From ""lock her up"" to (maybe) locked up | Analysis by @GregJKrieg https://t.co/tRZkAaTyup https://t.co/dAt2r8pq8l"
293,@CNN,Sat Dec 02 00:03:53 +0000 2017,0.4939,0.186,0.814,0.0,"RT @CNNSitRoom: .@evanperez explains why Michael Flynn's plea agreement was ""an incredible deal"" https://t.co/4Hx0XH4D5t  https://t.co/Adgw…"
294,@CNN,Sat Dec 02 00:02:03 +0000 2017,0.7574,0.294,0.706,0.0,Join hosts @andersoncooper &amp; @KellyRipa in just a few weeks to honor all this year's Top 10 #CNNHeroes! Vote now at… https://t.co/RUGXYixw0G
295,@CNN,Fri Dec 01 23:50:05 +0000 2017,-0.6908,0.0,0.749,0.251,"GOP Rep. Blake Farenthold settled a sexual harassment complaint brought by an aide with taxpayer money in 2014, acc… https://t.co/PyjrxXwdr5"
296,@CNN,Fri Dec 01 23:40:05 +0000 2017,0.0258,0.198,0.66,0.142,A former National Security Agency employee pleaded guilty Friday to taking sensitive national defense information f… https://t.co/K2S1GtJpv4
297,@CNN,Fri Dec 01 23:30:03 +0000 2017,0.0,0.0,1.0,0.0,German police defuse device near Christmas market outside Berlin https://t.co/r4yQdDrR5y https://t.co/ftEmTHek3O
298,@CNN,Fri Dec 01 23:20:06 +0000 2017,0.4939,0.225,0.775,0.0,A man's tattoo left doctors debating whether to save his life https://t.co/pOS6iivPYO https://t.co/0vlvW3AXEB
299,@CNN,Fri Dec 01 23:10:07 +0000 2017,-0.5574,0.0,0.69,0.31,Russian Parliament plans to ban American journalists https://t.co/9iHZZ8aAZG https://t.co/xvjzFbimgN
300,@FoxNews,Sat Dec 02 21:01:41 +0000 2017,0.0,0.0,1.0,0.0,"H.R. McMaster: ""@POTUS will soon unveil the details of his new strategy, but I can tell you now that it will focus… https://t.co/dEEil06hYP"
301,@FoxNews,Sat Dec 02 21:00:21 +0000 2017,-0.5423,0.0,0.837,0.163,"H.R. McMaster: ""The rogue regimes of Iran and North Korea are violating the sovereignty of their neighbors, pursuin… https://t.co/f6v7IGIgQF"
302,@FoxNews,Sat Dec 02 20:59:06 +0000 2017,0.0,0.0,1.0,0.0,"H.R. McMaster: ""Reagan assertively declared that it was Communism that would lie on the ash-heap of history, not de… https://t.co/CA97f6EpWo"
303,@FoxNews,Sat Dec 02 20:57:42 +0000 2017,0.8225,0.275,0.725,0.0,"H.R. McMaster: ""Our Founders believed that the greatest wisdom of our nation rests in the hearts and in the minds o… https://t.co/xTZsiHd4OR"
304,@FoxNews,Sat Dec 02 20:55:59 +0000 2017,0.7845,0.289,0.711,0.0,"H.R. McMaster: ""[Ronald Reagan] secured our nation, helped bring down the Berlin Wall, and ensured that freedom and… https://t.co/p73aw6mhHX"
305,@FoxNews,Sat Dec 02 20:44:49 +0000 2017,0.34,0.194,0.806,0.0,Awaiting remarks from National Security Adviser H.R. McMaster at #RNDF. https://t.co/v9ex4nFBL1
306,@FoxNews,Sat Dec 02 20:44:09 +0000 2017,0.4215,0.101,0.899,0.0,"RT @FoxBusiness: DIUx's Raj Shah: ""If you look at all venture deals in the United States in 2015, 12% had an investor from China. That's up…"
307,@FoxNews,Sat Dec 02 20:44:06 +0000 2017,-0.5267,0.0,0.841,0.159,"RT @FoxBusiness: .@AmbJohnBolton on China's access to U.S. tech: ""We are in an increasingly threatening international environment, that the…"
308,@FoxNews,Sat Dec 02 20:39:45 +0000 2017,0.3612,0.263,0.737,0.0,Trump's USDA Relaxes Obama-Era School Lunch Restrictions    https://t.co/xmc5xGGqDe
309,@FoxNews,Sat Dec 02 20:34:03 +0000 2017,0.0,0.0,1.0,0.0,"TOMORROW on @NextRevFNC, @SteveHiltonx talks to @DarrellIssa - Tune in at 9p ET on Fox News Channel! https://t.co/vf9Eo9futN"
310,@FoxNews,Sat Dec 02 20:32:02 +0000 2017,-0.68,0.0,0.699,0.301,Trump laments Flynn's lies to FBI about Russia contacts: 'There was nothing to hide!' https://t.co/60j65Qqx2R
311,@FoxNews,Sat Dec 02 20:25:01 +0000 2017,-0.34,0.0,0.862,0.138,"Earlier today, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National… https://t.co/BBnGgFX0rn"
312,@FoxNews,Sat Dec 02 20:23:06 +0000 2017,0.7322,0.291,0.635,0.074,".@SecAFOfficial: ""We are low on readiness... We need to restore the readiness of the Force so we can win any fight.… https://t.co/EJA9nzBwV5"
313,@FoxNews,Sat Dec 02 20:17:30 +0000 2017,0.34,0.118,0.882,0.0,TODAY at 4p ET - @BretBaier talks to National Security Adviser H.R. McMaster at @Reagan_Library - For full live cov… https://t.co/F2XG6AXGeW
314,@FoxNews,Sat Dec 02 20:15:15 +0000 2017,0.0,0.0,1.0,0.0,"Trump takes victory lap after Senate passes tax bill, calls it 'largest tax decrease ... by far' https://t.co/uL6UIuFW5P"
315,@FoxNews,Sat Dec 02 20:08:51 +0000 2017,-0.5574,0.0,0.841,0.159,"Today on ""The Cost of Freedom,"" Florida @AGPamBondi reflected on what will happen next with the illegal immigrant w… https://t.co/T8kuvjqBgv"
316,@FoxNews,Sat Dec 02 20:01:29 +0000 2017,-0.34,0.0,0.862,0.138,"Earlier, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National Securi… https://t.co/a8S40Y1XVx"
317,@FoxNews,Sat Dec 02 19:56:33 +0000 2017,-0.5267,0.0,0.82,0.18,RT @FoxBusiness: L3 Technologies Michael Strianese when asked 'Does Wall St. factor the risk of the current and future critical workforce s…
318,@FoxNews,Sat Dec 02 19:53:14 +0000 2017,0.0,0.0,1.0,0.0,Satellite photos show North Korea apparently prepping to reuse launch site https://t.co/5mHAk9SvWN
319,@FoxNews,Sat Dec 02 19:46:14 +0000 2017,-0.0516,0.0,0.93,0.07,"At a event with President @realDonaldTrump in New York City, @GOPChairwoman touted the @GOPs massive fundraising su… https://t.co/L6YO8ayVcj"
320,@FoxNews,Sat Dec 02 21:01:41 +0000 2017,0.0,0.0,1.0,0.0,"H.R. McMaster: ""@POTUS will soon unveil the details of his new strategy, but I can tell you now that it will focus… https://t.co/dEEil06hYP"
321,@FoxNews,Sat Dec 02 21:00:21 +0000 2017,-0.5423,0.0,0.837,0.163,"H.R. McMaster: ""The rogue regimes of Iran and North Korea are violating the sovereignty of their neighbors, pursuin… https://t.co/f6v7IGIgQF"
322,@FoxNews,Sat Dec 02 20:59:06 +0000 2017,0.0,0.0,1.0,0.0,"H.R. McMaster: ""Reagan assertively declared that it was Communism that would lie on the ash-heap of history, not de… https://t.co/CA97f6EpWo"
323,@FoxNews,Sat Dec 02 20:57:42 +0000 2017,0.8225,0.275,0.725,0.0,"H.R. McMaster: ""Our Founders believed that the greatest wisdom of our nation rests in the hearts and in the minds o… https://t.co/xTZsiHd4OR"
324,@FoxNews,Sat Dec 02 20:55:59 +0000 2017,0.7845,0.289,0.711,0.0,"H.R. McMaster: ""[Ronald Reagan] secured our nation, helped bring down the Berlin Wall, and ensured that freedom and… https://t.co/p73aw6mhHX"
325,@FoxNews,Sat Dec 02 20:44:49 +0000 2017,0.34,0.194,0.806,0.0,Awaiting remarks from National Security Adviser H.R. McMaster at #RNDF. https://t.co/v9ex4nFBL1
326,@FoxNews,Sat Dec 02 20:44:09 +0000 2017,0.4215,0.101,0.899,0.0,"RT @FoxBusiness: DIUx's Raj Shah: ""If you look at all venture deals in the United States in 2015, 12% had an investor from China. That's up…"
327,@FoxNews,Sat Dec 02 20:44:06 +0000 2017,-0.5267,0.0,0.841,0.159,"RT @FoxBusiness: .@AmbJohnBolton on China's access to U.S. tech: ""We are in an increasingly threatening international environment, that the…"
328,@FoxNews,Sat Dec 02 20:39:45 +0000 2017,0.3612,0.263,0.737,0.0,Trump's USDA Relaxes Obama-Era School Lunch Restrictions    https://t.co/xmc5xGGqDe
329,@FoxNews,Sat Dec 02 20:34:03 +0000 2017,0.0,0.0,1.0,0.0,"TOMORROW on @NextRevFNC, @SteveHiltonx talks to @DarrellIssa - Tune in at 9p ET on Fox News Channel! https://t.co/vf9Eo9futN"
330,@FoxNews,Sat Dec 02 20:32:02 +0000 2017,-0.68,0.0,0.699,0.301,Trump laments Flynn's lies to FBI about Russia contacts: 'There was nothing to hide!' https://t.co/60j65Qqx2R
331,@FoxNews,Sat Dec 02 20:25:01 +0000 2017,-0.34,0.0,0.862,0.138,"Earlier today, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National… https://t.co/BBnGgFX0rn"
332,@FoxNews,Sat Dec 02 20:23:06 +0000 2017,0.7322,0.291,0.635,0.074,".@SecAFOfficial: ""We are low on readiness... We need to restore the readiness of the Force so we can win any fight.… https://t.co/EJA9nzBwV5"
333,@FoxNews,Sat Dec 02 20:17:30 +0000 2017,0.34,0.118,0.882,0.0,TODAY at 4p ET - @BretBaier talks to National Security Adviser H.R. McMaster at @Reagan_Library - For full live cov… https://t.co/F2XG6AXGeW
334,@FoxNews,Sat Dec 02 20:15:15 +0000 2017,0.0,0.0,1.0,0.0,"Trump takes victory lap after Senate passes tax bill, calls it 'largest tax decrease ... by far' https://t.co/uL6UIuFW5P"
335,@FoxNews,Sat Dec 02 20:08:51 +0000 2017,-0.5574,0.0,0.841,0.159,"Today on ""The Cost of Freedom,"" Florida @AGPamBondi reflected on what will happen next with the illegal immigrant w… https://t.co/T8kuvjqBgv"
336,@FoxNews,Sat Dec 02 20:01:29 +0000 2017,-0.34,0.0,0.862,0.138,"Earlier, President @realDonaldTrump tweeted about firing General Mike Flynn, and claimed his former National Securi… https://t.co/a8S40Y1XVx"
337,@FoxNews,Sat Dec 02 19:56:33 +0000 2017,-0.5267,0.0,0.82,0.18,RT @FoxBusiness: L3 Technologies Michael Strianese when asked 'Does Wall St. factor the risk of the current and future critical workforce s…
338,@FoxNews,Sat Dec 02 19:53:14 +0000 2017,0.0,0.0,1.0,0.0,Satellite photos show North Korea apparently prepping to reuse launch site https://t.co/5mHAk9SvWN
339,@FoxNews,Sat Dec 02 19:46:14 +0000 2017,-0.0516,0.0,0.93,0.07,"At a event with President @realDonaldTrump in New York City, @GOPChairwoman touted the @GOPs massive fundraising su… https://t.co/L6YO8ayVcj"
340,@FoxNews,Sat Dec 02 19:38:29 +0000 2017,0.3612,0.263,0.737,0.0,"Trump's USDA Relaxes Obama-Era School Lunch Restrictions
https://t.co/xmc5xGGqDe"
341,@FoxNews,Sat Dec 02 19:38:27 +0000 2017,0.128,0.077,0.923,0.0,RT @FoxBusiness: .@jpmorgan Exec. Dir. Michael Leskinen explains how defense companies have been impacted by Donald Trump’s victory during…
342,@FoxNews,Sat Dec 02 19:36:54 +0000 2017,0.0,0.0,1.0,0.0,".@jasonrileywsj: ""@SenSchumer, the leader of @TheDemocrats in the Senate, has not come out asking @SenFranken to re… https://t.co/ZifCcDPOMK"
343,@FoxNews,Sat Dec 02 19:36:02 +0000 2017,0.4019,0.124,0.876,0.0,".@dbongino: ""Clearly it was a sanctuary city policy that allowed [Jose Inez Garcia Zarate] to stay in the country a… https://t.co/GdfBNU2vkx"
344,@FoxNews,Sat Dec 02 19:35:36 +0000 2017,0.0,0.0,1.0,0.0,".@KimStrassel: ""Democrats have been caught up in the very words that Ms. Pelosi used there: 'Zero tolerance.'""… https://t.co/9lv1VfHmen"
345,@FoxNews,Sat Dec 02 19:29:51 +0000 2017,-0.296,0.0,0.909,0.091,"RT @FoxBusiness: DIUx's Raj Shah: ""The nature of warfare is changing. It is being driven by technologies whose development is being led in…"
346,@FoxNews,Sat Dec 02 19:29:45 +0000 2017,0.4404,0.153,0.847,0.0,"Florida teen who reportedly ran off with soccer coach found safe in New York, police say https://t.co/avmHOEoHFV"
347,@FoxNews,Sat Dec 02 19:27:31 +0000 2017,0.4215,0.183,0.817,0.0,"RT @FoxBusiness: L3 Technologies Michael Strianese: ""The U.S. military has always had a substantial technology advantage. I think we have a…"
348,@FoxNews,Sat Dec 02 19:27:28 +0000 2017,0.0,0.0,1.0,0.0,"RT @FoxBusiness: .@secnav76 Richard Spencer: ""If you look at the job of the Secretary of the Navy: Man, equip, train, and deliver. The Titl…"
349,@FoxNews,Sat Dec 02 19:27:25 +0000 2017,0.0772,0.061,0.939,0.0,"RT @FoxBusiness: .@jpmorgan Exec. Dir. Michael Leskinen: ""For me to want to allocate my shareholders money to companies that are investing,…"
350,@FoxNews,Sat Dec 02 19:26:44 +0000 2017,-0.2263,0.098,0.751,0.15,Shock as Amazon delivery woman defecates on customer’s front yard while dropping off package https://t.co/OHCRXWB6Tn
351,@FoxNews,Sat Dec 02 19:24:10 +0000 2017,-0.3412,0.0,0.821,0.179,".@jasonrileywsj: ""If you're the @WhiteHouse, this is not a good development."" #JournalEditorialReport https://t.co/MicOb0CfDm"
352,@FoxNews,Sat Dec 02 19:20:20 +0000 2017,0.0,0.0,1.0,0.0,"Democrat Sandy Levin retiring from House, won't seek 19th term in 2018 https://t.co/kAMeQbFplm"
353,@FoxNews,Sat Dec 02 19:15:50 +0000 2017,0.128,0.12,0.88,0.0,"McMaster, Pompeo among speakers at 5th annual Reagan National Defense Forum https://t.co/KEFF6fnADG"
354,@FoxNews,Sat Dec 02 19:10:57 +0000 2017,0.2023,0.13,0.87,0.0,Mueller dismisses top FBI agent in Russia probe over possible anti-Trump texts https://t.co/dq1YAyMQ05
355,@FoxNews,Sat Dec 02 19:08:39 +0000 2017,0.6249,0.298,0.702,0.0,"On ""The @IngrahamAngle,"" @RepMattGaetz slammed the @FBI for allegedly giving @HillaryClinton special treatment.… https://t.co/6ALOJ0qSJr"
356,@FoxNews,Sat Dec 02 19:05:02 +0000 2017,0.0,0.0,1.0,0.0,"Last night, @SenWarren reacted negatively to the tax reform bill, which passed the Senate late last night.… https://t.co/yLDMHCqzNM"
357,@FoxNews,Sat Dec 02 19:04:29 +0000 2017,0.0624,0.149,0.716,0.135,".@RepMattGaetz: ""@HillaryClinton didn't deserve special treatment. She should've been treated like every American,… https://t.co/8yjvQBKo9F"
358,@FoxNews,Sat Dec 02 18:49:56 +0000 2017,0.0,0.0,1.0,0.0,Hawaii Tests Cold-War Era Sirens After North Korean Missile Test   https://t.co/n6DQqgmuKy
359,@FoxNews,Sat Dec 02 18:44:10 +0000 2017,-0.8442,0.0,0.597,0.403,Father of Boy Killed By Illegal Immigrant: Steinle Jury Full of 'Left-Wing Nutjobs'  https://t.co/dleUx0jELD
360,@FoxNews,Sat Dec 02 18:42:22 +0000 2017,-0.34,0.0,0.882,0.118,House Democratic Leader Nancy Pelosi has called on Nevada Democratic Rep. Ruben J. Kihuen to resign following alleg… https://t.co/3kjZCRfNw6
361,@FoxNews,Sat Dec 02 18:19:43 +0000 2017,0.0,0.0,1.0,0.0,Discovery of DNA on clothes seeks to crack 1978 cold case https://t.co/z0qcKCSQax
362,@FoxNews,Sat Dec 02 18:12:45 +0000 2017,-0.34,0.0,0.821,0.179,Pelosi calls on Nevada Democrat to resign over sexual misconduct claim https://t.co/Vhca0aj04b
363,@FoxNews,Sat Dec 02 18:03:57 +0000 2017,0.0,0.0,1.0,0.0,"Last night, @SenSanders slammed the tax reform bill that passed the Senate. https://t.co/yPerz691gx https://t.co/8xAsuBtcmW"
364,@FoxNews,Sat Dec 02 18:02:45 +0000 2017,0.0,0.0,1.0,0.0,"San Francisco defends ""Sanctuary City"" status; @WillCarrFNC reports. https://t.co/ji2k8oslao"
365,@FoxNews,Sat Dec 02 17:56:29 +0000 2017,0.0,0.0,1.0,0.0,"Santa consoles a woman during an event in Bristol, Tennessee. The woman is currently homeless and was asking for a… https://t.co/wVKjrbS0QG"
366,@FoxNews,Sat Dec 02 17:53:08 +0000 2017,0.3182,0.282,0.565,0.153,.@dbongino: GOP 'Damn Well Better' Finish Tax Reform 'Or This Party's Toast' https://t.co/KhEyWngNBV
367,@FoxNews,Sat Dec 02 17:49:05 +0000 2017,0.0,0.0,1.0,0.0,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @GovMikeHuckabee - Tune in at 9p ET on Fox News Channel! https://t.co/s3wJO7OCDV"
368,@FoxNews,Sat Dec 02 17:46:01 +0000 2017,-0.4019,0.0,0.748,0.252,Shocking surveillance video shows sheriff's deputy shooting ex-girlfriend  https://t.co/GIMYAqPw9b
369,@FoxNews,Sat Dec 02 17:38:06 +0000 2017,-0.2952,0.0,0.891,0.109,".@CortesSteve: ""We need to keep deporting and particularly dangerous people but we also need a wall. We need border… https://t.co/DDtFTpMiBr"
370,@FoxNews,Sat Dec 02 17:34:05 +0000 2017,0.0,0.0,1.0,0.0,U.S. markets since election. https://t.co/kGgmZllomD
371,@FoxNews,Sat Dec 02 17:32:47 +0000 2017,0.0,0.0,1.0,0.0,"Trump takes victory lap after Senate passes tax bill, calls it 'largest tax decrease ... by far' https://t.co/uL6UIuFW5P"
